track_id,track_name,artist_name,genre,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
TRK000515,Track_0515,Artist_335,rnb,9,1,0.7681,0.7641,-10.26,0.0246,,0.1454,0.3507,0.4875,89.9,246580,46
TRK000516,Track_0516,Artist_037,rock,3,0,0.4598,0.5387,-7.68,0.0077,0.5394,0.1495,0.1454,0.312,183.66,166793,36
TRK000517,Track_0517,Artist_308,,3,1,0.5802,0.5681,-9.452,0.1281,0.3787,0.2915,0.081,0.4184,82.33,188410,49
TRK000518,Track_0518,Artist_024,latin,6,1,0.6255,0.4726,-16.381,0.1218,0.4418,0.004,0.3411,0.0,105.61,175860,47
TRK000519,Track_0519,Artist_166,pop,2,1,0.4048,0.686,-12.363,0.1297,0.341,0.145,0.0355,0.5313,151.37,207181,49
TRK000520,Track_0520,Artist_208,pop,0,0,0.5601,0.2054,-19.025,0.189,0.7808,0.6401,0.2397,0.4886,106.51,238312,31
TRK000521,Track_0521,Artist_125,rock,0,1,0.75,0.3755,-18.252,0.3448,0.6003,,0.3607,0.5846,135.62,126718,64
TRK000522,Track_0522,Artist_052,,0,1,0.706,0.4105,-15.666,0.3198,0.5491,0.1352,0.429,0.6811,145.26,120712,58
TRK000523,Track_0523,Artist_068,rnb,1,1,0.3414,0.5883,-11.161,0.1179,0.408,0.0906,0.2216,0.3296,126.96,172557,51
TRK000524,Track_0524,Artist_288,classical,8,1,0.597,0.6897,-9.026,,0.3721,0.0596,0.4079,0.8861,90.89,270871,60
TRK000525,Track_0525,Artist_112,jazz,3,0,0.7987,0.442,-11.798,0.0997,0.5973,0.0079,0.1171,0.4121,99.96,220690,57
TRK000526,Track_0526,Artist_109,pop,0,0,0.4105,0.8044,-2.267,0.0584,0.3985,0.3471,0.1008,0.4759,111.26,280972,57
TRK000527,Track_0527,Artist_323,rock,0,1,0.6232,0.5152,-13.72,0.1563,0.3864,0.0457,0.1099,0.4526,138.45,202991,51
TRK000528,Track_0528,Artist_051,hip-hop,5,1,0.75,,-14.91,0.3002,0.5166,0.0187,0.3543,0.6052,144.73,172108,60
TRK000529,Track_0529,Artist_320,pop,10,1,0.6061,0.7391,-6.884,0.2582,0.7012,0.0454,0.3139,0.5383,127.74,134560,56
TRK000530,Track_0530,Artist_322,rock,4,1,0.6177,0.5108,-9.173,0.1183,0.4818,0.0315,0.3363,0.4882,141.66,172687,55
TRK000531,Track_0531,Artist_209,rock,0,1,0.7431,0.6839,-9.842,0.0872,0.3157,0.0142,0.2111,0.5016,77.43,182092,51
TRK000532,Track_0532,Artist_058,pop,2,1,0.8398,0.5338,-10.385,0.1295,0.2388,0.1021,0.2008,0.5358,130.34,100865,62
TRK000533,Track_0533,Artist_055,electronic,5,0,0.6711,0.2712,-19.876,0.1736,0.6004,0.271,0.0504,0.0447,120.18,172151,44
TRK000534,Track_0534,Artist_100,jazz,2,0,0.4794,0.6568,-9.504,0.1915,0.3241,0.1851,0.3172,0.64,135.87,171756,51
TRK000535,Track_0535,Artist_202,pop,11,0,0.5133,0.3057,-19.831,0.1637,0.7903,0.0432,0.2863,0.204,143.06,210978,37
TRK000536,Track_0536,Artist_054,hip-hop,9,1,0.4596,0.7789,-6.84,0.1277,0.3379,0.1016,0.2007,0.4411,92.57,208103,56
TRK000537,Track_0537,Artist_160,country,4,1,-0.5550984920772294,0.7726,-7.26,0.1544,0.2862,0.0918,0.1049,0.3643,118.92,224401,38
TRK000538,Track_0538,Artist_041,classical,11,1,0.7967,0.4586,-12.573,0.4122,0.6862,0.0803,0.1288,0.6715,159.37,136978,53
TRK000539,Track_0539,Artist_189,country,3,0,0.7432,0.8,-2.488,0.4396,0.0201,0.0215,0.1254,0.5666,130.51,158924,63
TRK000540,Track_0540,Artist_008,hip-hop,1,1,0.4752,0.3588,-16.963,0.1299,0.7292,0.0615,0.1181,0.0,119.19,251667,58
TRK000541,Track_0541,Artist_248,country,11,1,0.7719,0.396,-19.688,0.1014,0.6064,0.0876,0.4383,0.5865,87.9,198342,54
TRK000542,Track_0542,Artist_020,rock,11,1,0.7452,0.5454,-12.445,0.113,0.4771,0.0726,0.2242,0.4417,137.2,248112,57
TRK000543,Track_0543,Artist_068,hip-hop,3,0,0.5037,0.3237,,0.3299,0.6111,0.2747,0.1273,0.3858,83.07,203645,34
TRK000544,Track_0544,Artist_061,pop,7,0,0.5522,0.2393,-18.292,0.2132,0.5892,0.2001,0.3604,0.532,117.0,218422,53
TRK000545,Track_0545,Artist_291,hip-hop,2,0,0.517,0.6097,-10.932,0.0521,0.1715,0.2717,0.1437,0.3183,108.25,233791,39
TRK000546,Track_0546,Artist_019,hip-hop,7,1,0.939,0.5982,-7.566,0.224,0.4595,0.4259,0.3231,0.6728,133.02,184958,72
TRK000547,Track_0547,Artist_150,rock,8,1,0.5658,0.738,-7.464,0.3104,0.3516,0.1208,0.4385,0.424,105.24,179979,39
TRK000548,Track_0548,Artist_207,classical,8,1,0.5943,0.7199,-8.394,0.2435,0.2568,0.0327,0.1279,0.747,112.8,179400,45
TRK000549,Track_0549,Artist_181,rock,6,0,0.9245,0.6919,-10.488,0.0731,0.3054,0.0087,0.3598,0.7224,96.5,206491,67
TRK000550,Track_0550,Artist_238,rock,8,0,0.5514,0.8094,-10.036,0.1852,0.061,0.0639,0.2253,0.5773,115.04,235838,67
TRK000551,Track_0551,Artist_281,pop,6,1,,0.3737,-15.053,0.11,0.7168,0.0768,0.0271,0.372,128.01,191701,68
TRK000552,Track_0552,Artist_138,hip-hop,9,0,0.5502,0.6738,-8.636,0.1131,0.3371,0.1007,0.1141,0.6685,112.27,261978,54
TRK000553,Track_0553,Artist_290,rock,2,1,0.6254,0.6951,-11.038,0.0974,0.2391,0.1584,0.1179,0.7326,113.22,288733,43
TRK000554,Track_0554,Artist_111,hip-hop,5,0,0.7182,0.5091,-12.898,0.0258,0.6468,0.0393,0.1964,0.4135,126.61,170468,51
TRK000555,Track_0555,Artist_344,rock,4,1,0.8587,0.6439,-10.15,0.1564,0.4722,0.0493,0.1358,0.6895,150.03,263479,58
TRK000556,Track_0556,Artist_177,classical,6,1,0.4057,0.4191,-16.154,0.1292,0.3045,0.1067,0.2096,0.4851,142.85,209194,39
TRK000557,Track_0557,Artist_257,latin,1,1,0.578,0.7384,-9.501,0.1612,0.2705,0.362,0.4914,0.9678,85.77,227133,43
TRK000558,Track_0558,Artist_306,hip-hop,3,0,0.3313,0.8893,-3.544,0.2131,0.0,0.109,0.1507,0.5807,143.49,203973,67
TRK000559,Track_0559,Artist_277,jazz,11,1,0.5723,0.5615,-12.143,0.2718,,0.1032,0.126,0.504,160.3,264860,58
TRK000560,Track_0560,Artist_298,rnb,1,1,0.5638,0.7178,-9.508,0.0279,0.0,0.0409,0.1878,0.5269,141.76,225631,70
TRK000561,Track_0561,,metal,7,1,0.6716,0.3369,-18.483,0.0587,0.6985,0.3248,0.1201,0.4529,55.0,194353,26
TRK000562,Track_0562,Artist_016,electronic,7,0,0.7299,0.6004,-11.078,0.0837,0.5278,0.5862,0.2912,0.7267,129.41,191217,46
TRK000563,Track_0563,Artist_173,rnb,5,1,0.6053,0.3485,-14.299,0.3004,0.6316,0.0696,0.1572,0.2856,160.74,155942,46
TRK000564,Track_0564,Artist_064,rnb,0,0,0.7901,0.4514,-13.615,0.2619,0.339,0.0256,0.3908,0.7314,109.44,184277,56
TRK000565,Track_0565,Artist_311,country,0,0,0.5524,0.6379,-10.489,0.1504,0.7143,0.0774,0.3368,0.2444,203.2,264914,40
TRK000566,Track_0566,Artist_083,hip-hop,3,1,0.2925,0.5407,-11.425,0.1534,0.6673,0.0411,0.2601,0.4908,60.95,258734,39
TRK000567,Track_0567,Artist_080,pop,1,1,0.5105,0.4666,-10.734,0.0256,0.4378,0.3444,0.0626,0.6131,126.09,181196,42
TRK000568,Track_0568,Artist_088,pop,1,0,0.6025,0.9454,-2.122,0.2327,0.0076,0.0788,0.443,0.7971,142.25,160589,85
TRK000569,Track_0569,Artist_225,hip-hop,1,0,0.5051,0.5189,-12.013,0.1442,0.1246,0.0596,0.2816,0.5076,126.82,252829,39
TRK000570,Track_0570,Artist_200,hip-hop,2,1,0.5991,0.5643,-10.18,0.0576,0.5209,0.0749,0.5266,0.5882,126.31,229310,41
TRK000571,Track_0571,Artist_332,hip-hop,10,1,0.5352,0.4674,-14.064,0.1062,0.2861,0.0998,0.0682,0.3824,92.88,121077,39
TRK000572,Track_0572,Artist_146,electronic,7,0,0.8262,0.5458,-11.587,0.0495,0.5741,0.4086,0.2157,0.4103,105.89,339587,54
TRK000573,Track_0573,Artist_099,electronic,0,1,0.6131,0.5378,-13.245,0.2136,0.6469,0.1808,0.0566,0.5591,138.06,210524,49
TRK000574,Track_0574,Artist_018,country,7,1,0.6894,0.5047,-16.307,0.1134,0.4826,0.2129,0.2879,0.5493,62.82,286574,51
TRK000575,Track_0575,Artist_003,pop,1,1,0.7927,0.6597,-8.733,0.1834,0.1487,0.0292,0.3071,0.8039,147.35,217838,60
TRK000576,Track_0576,Artist_131,rock,5,0,0.3958,0.7397,-6.963,0.2897,0.4851,0.0063,0.1108,0.4616,118.81,163166,47
TRK000577,Track_0577,Artist_324,country,0,1,0.6141,0.461,-14.49,0.0719,0.5394,0.0287,0.3832,0.5163,137.46,218731,47
TRK000578,,Artist_183,country,1,1,0.6368,0.5091,-10.52,0.0286,0.5076,0.4242,0.091,0.5665,145.7,143959,58
TRK000579,Track_0579,Artist_312,metal,1,1,0.6036,0.4238,-16.265,0.0323,0.4086,0.0581,0.1194,0.573,220.0,204333,62
TRK000580,Track_0580,Artist_036,rnb,5,1,0.7356,0.46,-17.776,0.1563,0.5747,0.0357,0.403,0.7128,161.16,161038,53
TRK000581,Track_0581,Artist_033,rnb,5,0,0.3519,0.7804,-8.364,0.2928,0.183,0.0386,0.454,0.3098,88.35,200801,55
TRK000582,Track_0582,Artist_291,rock,4,0,0.5,0.3442,-19.818,0.201,0.4167,0.0377,0.2047,0.5218,182.53,221160,43
TRK000583,Track_0583,Artist_038,hip-hop,7,0,0.6982,0.2494,-17.77,0.0979,0.9918,0.0563,0.2491,0.419,55.0,223298,57
TRK000584,Track_0584,Artist_019,rock,8,0,0.4308,0.751,-9.133,0.1209,0.5657,0.0125,0.147,0.6224,109.58,144308,53
TRK000585,Track_0585,Artist_142,electronic,8,0,0.7963,0.1395,-18.764,0.0333,1.0,0.3658,0.195,0.7233,126.86,180983,55
TRK000586,Track_0586,Artist_323,latin,6,0,0.8083,0.564,-9.472,0.0898,0.5924,0.0254,0.3541,0.2316,112.93,121113,57
TRK000587,Track_0587,Artist_241,rock,6,1,0.5762,0.8685,-6.928,0.3406,0.4492,0.0679,0.5441,0.8319,129.89,237938,60
TRK000588,Track_0588,Artist_035,electronic,5,1,0.6555,0.5473,-13.737,0.1374,0.2641,0.0137,0.1578,0.5152,117.27,219126,55
TRK000589,Track_0589,Artist_293,rock,2,1,0.5741,0.4989,-11.848,0.1883,0.3104,0.0162,0.2187,0.329,157.97,157130,53
TRK000590,Track_0590,Artist_295,pop,5,1,0.591,0.7174,-6.061,0.3836,0.208,0.0363,0.2048,0.4883,108.5,273265,58
TRK000591,Track_0591,Artist_280,pop,0,0,0.3978,0.1919,-24.206,0.0745,0.8617,0.6129,0.3694,0.1105,118.76,230995,29
TRK000592,Track_0592,Artist_316,pop,11,0,0.6817,-0.5536655082264165,-15.091,0.1763,0.5705,0.0501,0.2452,0.58,171.6,205264,42
TRK000593,Track_0593,Artist_084,latin,4,0,0.8848,0.5873,-15.914,0.1331,0.2291,0.0144,0.3985,0.4674,149.11,188700,58
TRK000594,Track_0594,Artist_342,hip-hop,9,0,0.6266,0.6323,-11.297,0.0975,0.3688,0.1907,0.519,0.77,117.24,181310,64
TRK000595,Track_0595,Artist_112,country,11,0,0.651,0.3684,-13.489,0.0826,0.6146,0.2125,0.1788,0.5964,135.22,174484,29
TRK000596,Track_0596,Artist_280,jazz,5,1,0.6695,0.6081,-4.0,0.2177,0.5433,0.1596,0.3589,0.605,174.43,262828,44
TRK000597,Track_0597,Artist_203,pop,10,1,0.7157,0.8969,-4.793,0.0278,0.1111,0.0187,0.1514,0.3195,83.23,222351,70
TRK000598,Track_0598,Artist_273,pop,5,1,0.7911,0.5185,-15.337,0.0412,0.1387,0.0184,0.1551,0.3494,91.55,162796,57
TRK000599,Track_0599,Artist_220,country,1,0,0.5971,0.8713,-5.96,0.0615,0.1981,0.206,0.4738,0.6092,105.91,268358,53
TRK000600,Track_0600,Artist_225,rock,0,1,0.595,0.7445,-7.476,0.2076,0.5402,0.2302,0.0531,0.5737,128.08,205932,58
TRK000601,Track_0601,Artist_216,rnb,1,1,0.7596,0.4699,-15.136,0.1024,0.5353,0.011,0.0726,0.7254,149.11,168644,54
TRK000602,Track_0602,Artist_272,pop,11,0,0.4517,0.7935,-8.577,0.0772,0.3841,0.0073,0.1142,0.0067,100.58,298896,55
TRK000603,Track_0603,Artist_258,jazz,5,0,0.5791,0.5945,-11.861,0.2632,0.3146,0.1234,0.2744,0.382,95.63,160725,36
TRK000604,Track_0604,Artist_047,country,3,1,0.4954,0.4789,-12.595,0.0373,0.623,0.0346,0.4006,0.5912,85.27,172864,48
TRK000605,Track_0605,Artist_289,rock,5,0,0.8296,0.5413,-12.464,0.3445,0.3247,0.1414,0.0362,0.5521,95.62,210009,40
TRK000606,Track_0606,Artist_188,,3,1,0.6395,,-19.815,0.1494,0.6773,0.1275,0.1238,0.3511,103.64,224500,29
TRK000607,Track_0607,Artist_113,latin,10,0,0.5988,0.3904,-16.885,0.1079,0.5666,0.2047,0.2917,0.1659,61.42,176121,34
TRK000608,Track_0608,Artist_180,rock,11,0,0.5847,0.2072,-20.352,0.0357,0.8786,0.0791,0.1083,0.5762,106.28,110512,46
TRK000609,Track_0609,Artist_338,hip-hop,1,1,0.5652,0.932,,0.1321,0.0,0.162,0.1046,0.5432,92.61,211461,61
TRK000610,Track_0610,Artist_300,hip-hop,8,0,0.3931,0.7394,-9.29,0.0528,0.0,0.1131,0.2858,0.6826,117.41,162931,48
TRK000611,Track_0611,Artist_291,rock,4,0,0.657,0.6126,-9.106,0.2568,0.472,0.1187,0.2882,0.8239,169.55,193842,61
TRK000612,Track_0612,Artist_162,country,0,0,0.6581,0.901,-4.684,0.185,0.1768,0.0682,0.21,0.8986,77.38,173539,63
TRK000613,Track_0613,Artist_274,country,11,0,0.3814,0.5709,-15.299,0.329,0.4494,0.0242,0.1846,0.4156,150.39,161237,51
TRK000614,Track_0614,Artist_135,hip-hop,0,1,0.8073,0.6654,-7.106,0.0655,0.5025,0.1326,0.3338,0.559,168.7,198009,53
TRK000615,Track_0615,Artist_240,country,2,0,0.4536,0.2626,-17.307,0.132,0.701,0.3075,0.3059,0.2466,149.02,181555,46
TRK000616,Track_0616,Artist_224,pop,0,0,0.6533,0.637,-13.029,0.3697,0.4137,0.0698,0.3479,0.9212,131.59,172197,78
TRK000617,Track_0617,Artist_088,pop,5,1,0.6802,0.458,-14.728,0.0619,0.479,0.1878,0.4077,0.4782,158.79,253452,63
TRK000618,Track_0618,Artist_093,electronic,7,1,0.6946,0.8112,-7.896,0.0403,0.1423,0.1741,0.2779,0.836,139.72,165228,66
TRK000619,Track_0619,Artist_022,metal,3,0,0.4423,0.5561,-10.278,0.1021,0.5052,0.0769,0.2371,0.5305,153.1,198637,48
TRK000620,Track_0620,Artist_049,pop,0,1,0.7107,0.4317,-15.321,0.1628,0.9763,0.228,0.263,0.4468,125.32,208313,57
TRK000621,Track_0621,Artist_152,pop,1,0,0.7854,0.5379,-12.327,0.1944,0.5957,0.044,0.1208,0.5461,92.31,133922,48
TRK000622,Track_0622,Artist_167,hip-hop,11,1,0.5006,0.8472,-5.779,0.1095,0.2516,0.1003,0.3541,0.7848,154.59,159703,55
TRK000623,Track_0623,Artist_058,country,9,1,,0.6401,-13.174,0.1995,0.4991,0.237,0.4399,0.4701,195.07,208220,42
TRK000624,Track_0624,Artist_146,pop,11,1,0.5806,0.94,-0.228,0.1749,0.0,0.0464,0.1388,0.5586,112.47,206534,55
TRK000625,Track_0625,Artist_211,hip-hop,6,0,0.6214,0.0686,-21.033,0.0854,0.9888,0.164,0.1415,0.2084,122.63,174532,54
TRK000626,Track_0626,Artist_082,classical,6,0,0.6468,0.5171,-14.267,0.0445,0.6468,0.1251,0.2569,0.5797,125.14,208828,52
TRK000627,Track_0627,Artist_119,hip-hop,9,1,0.4251,0.3823,-15.167,0.2232,0.6329,0.0466,0.2379,0.2821,80.87,222046,61
TRK000628,Track_0628,Artist_129,pop,7,1,0.6097,0.661,-7.315,0.1808,0.3312,0.0326,0.1385,0.6626,98.25,236407,68
TRK000629,Track_0629,Artist_177,pop,5,0,0.5895,0.9426,-3.14,0.297,0.0,0.0843,0.5185,1.0,130.53,239989,56
TRK000630,Track_0630,Artist_128,hip-hop,3,0,0.6421,0.7007,-5.159,0.1894,0.2212,0.0377,0.4908,0.6774,119.37,264408,72
TRK000631,Track_0631,Artist_258,hip-hop,5,0,0.6731,0.5798,-4.824,0.0678,0.2701,0.1517,0.1107,0.8806,122.47,214843,56
TRK000632,Track_0632,Artist_115,rnb,0,1,0.7195,0.668,-9.582,0.2299,0.5119,0.0146,0.3302,0.4789,122.74,147497,67
TRK000633,Track_0633,Artist_152,jazz,2,0,0.8605,0.729,-9.244,0.0293,0.5413,0.1159,0.3508,0.8155,118.75,196691,73
TRK000634,Track_0634,Artist_133,jazz,8,1,0.6922,0.739,-9.919,0.3621,0.6093,0.0147,0.3159,0.8461,100.56,152892,69
TRK000635,Track_0635,Artist_064,metal,10,1,0.7836,0.5765,-16.186,0.183,0.2705,0.0051,0.1274,0.8528,134.18,248026,66
TRK000636,Track_0636,Artist_240,hip-hop,1,1,0.8702,0.4019,-12.413,0.1784,0.4778,0.1779,0.3901,0.8125,131.2,271790,64
TRK000637,Track_0637,Artist_083,hip-hop,1,0,0.7473,0.638,-10.742,0.0279,0.2271,0.1352,0.3497,0.6126,97.35,209724,59
TRK000638,Track_0638,Artist_104,latin,1,1,0.5913,0.6094,-8.667,0.236,0.2073,0.0311,0.1068,0.6896,133.61,262304,68
TRK000639,Track_0639,Artist_277,rock,9,1,0.5029,0.5391,-9.771,0.3415,0.2804,0.0356,0.126,0.2819,104.54,259230,45
TRK000640,Track_0640,Artist_332,classical,3,0,0.5692,0.4375,-16.753,0.1626,0.4697,0.0488,0.209,0.7486,140.29,223665,44
TRK000641,Track_0641,Artist_235,classical,3,1,0.9348,0.4974,-15.105,0.2277,0.66,0.0797,0.3222,0.4733,120.79,233700,57
TRK000642,Track_0642,Artist_320,pop,0,1,0.4916,0.6883,-5.019,0.0224,0.1825,0.1729,0.1198,0.7379,133.04,252692,68
TRK000643,Track_0643,Artist_299,hip-hop,11,1,0.7559,0.8002,-6.549,0.3342,0.3893,0.1723,0.0685,0.8581,126.93,147179,75
TRK000644,Track_0644,Artist_168,pop,5,1,0.5854,0.7905,-8.062,0.1981,0.4556,0.0108,0.1367,0.7768,120.42,221151,54
TRK000645,Track_0645,Artist_269,pop,9,0,0.7909,0.8259,-8.13,0.0723,0.2254,0.1394,0.4419,1.0,131.16,234933,80
TRK000646,Track_0646,Artist_115,hip-hop,8,1,0.3867,0.7343,-8.158,0.0597,0.487,0.0565,0.1432,0.6705,145.58,145447,61
TRK000647,Track_0647,Artist_161,rock,1,1,0.5777,0.5583,-8.4,0.1014,,0.1091,0.1611,0.2666,125.37,296049,40
TRK000648,Track_0648,Artist_187,country,9,0,0.7353,0.5747,-9.849,0.2226,0.3249,0.0607,0.1823,0.6882,124.92,259163,45
TRK000649,Track_0649,Artist_336,rnb,6,1,0.4921,0.5911,-10.596,0.0956,0.443,0.0917,0.1313,0.1382,112.09,259532,57
TRK000650,Track_0650,Artist_297,country,7,0,0.6251,0.8073,-2.744,0.1409,0.2328,0.2104,0.4719,0.5975,71.08,228400,66
TRK000651,Track_0651,Artist_171,rock,2,1,,0.6782,-6.009,0.205,0.5791,0.2487,0.4603,0.39,122.94,167313,56
TRK000652,Track_0652,Artist_228,rock,10,1,0.8842,0.8721,-4.078,0.1548,0.0,0.0142,0.0913,0.8679,86.54,152918,53
TRK000653,Track_0653,Artist_071,rock,11,0,0.7116,0.753,-1.327,0.1154,0.1504,0.1653,0.0832,0.4856,106.15,205535,50
TRK000654,Track_0654,Artist_281,pop,4,0,0.525,0.7549,-7.937,0.4268,0.2298,0.1364,0.0204,0.4077,97.75,241357,57
TRK000655,Track_0655,Artist_194,latin,1,0,0.8042,0.2207,-16.729,0.2617,0.686,0.0581,0.1893,0.5793,101.91,234412,60
TRK000656,Track_0656,Artist_186,hip-hop,10,1,0.5449,0.8003,-7.258,0.351,0.012,0.0387,0.297,0.7868,103.65,286960,69
TRK000657,Track_0657,Artist_268,rock,10,0,0.447,0.5944,-8.937,0.0349,0.3198,0.0419,0.294,0.4597,135.59,196018,42
TRK000658,Track_0658,Artist_221,country,6,1,0.666,0.7719,-7.564,0.0392,0.1839,0.0115,0.5209,1.0,131.32,193798,61
TRK000659,Track_0659,Artist_026,hip-hop,6,0,0.6767,0.3896,-14.413,0.2518,0.8709,0.2331,0.4536,0.4291,125.11,210349,57
TRK000660,Track_0660,Artist_101,pop,2,1,0.7374,0.265,-12.912,0.1397,0.5514,0.1255,0.2515,0.5969,155.86,157971,61
TRK000661,Track_0661,Artist_062,pop,0,1,0.6714,0.5683,-9.403,0.3774,0.5784,0.0035,0.1712,0.6125,207.64,277584,75
TRK000662,Track_0662,Artist_257,electronic,11,0,0.8289,0.3503,-15.244,0.1235,0.8787,0.2153,0.2201,0.4839,136.21,198747,65
TRK000663,Track_0663,Artist_013,country,5,1,0.611,0.7107,-10.068,0.1372,0.197,0.2453,0.144,0.8098,147.43,221395,63
TRK000664,Track_0664,Artist_071,pop,3,1,0.7177,0.5882,-10.646,0.1476,0.4586,0.1309,0.1326,0.4186,129.85,246644,51
TRK000665,Track_0665,Artist_209,rnb,8,0,0.8448,0.5262,-14.64,0.1606,0.5774,0.1723,0.2908,0.2407,140.14,176131,44
TRK000666,Track_0666,Artist_243,rnb,0,0,0.7188,0.3693,-13.923,0.2511,0.7046,0.1717,0.2985,0.48,76.52,222482,39
TRK000667,Track_0667,Artist_176,country,0,1,0.6961,0.6073,-8.743,0.5332,0.4075,0.05,0.1838,0.5296,55.0,209654,55
TRK000668,Track_0668,Artist_301,rock,2,0,0.6799,0.4802,-13.83,0.1152,0.3976,0.3095,0.312,0.7154,62.81,253892,43
TRK000669,Track_0669,Artist_321,pop,5,0,0.7958,0.4704,-9.991,0.1267,0.6488,0.018,0.0994,0.3478,104.51,210378,63
TRK000670,Track_0670,Artist_047,rnb,4,1,0.5933,0.4899,-9.872,0.0247,0.4427,0.0385,0.1827,0.5827,160.27,81439,57
TRK000671,,Artist_333,rock,2,1,0.6807,0.3678,-15.579,0.064,0.6374,0.0555,0.189,0.5575,129.15,167949,48
TRK000672,Track_0672,Artist_215,electronic,4,0,0.7241,0.6246,-9.015,0.0389,0.4071,0.0114,0.1555,0.6526,111.06,142511,67
TRK000673,Track_0673,Artist_223,classical,4,0,0.6197,0.8783,-5.972,0.1879,0.2758,0.0244,0.1273,0.8242,137.94,296723,52
TRK000674,Track_0674,Artist_034,pop,6,0,0.41,0.7557,-7.974,0.2193,,0.0975,0.2351,0.4948,131.89,273656,42
TRK000675,Track_0675,Artist_218,country,6,1,0.6075,0.8852,-6.896,0.0354,0.0,0.0374,0.266,0.6426,84.06,113232,49
TRK000676,Track_0676,Artist_254,latin,10,0,0.7074,0.763,-8.267,0.2562,0.2465,0.385,0.2568,0.7164,135.13,164525,61
TRK000677,Track_0677,Artist_203,classical,9,1,0.6367,0.8857,-4.743,0.1673,0.0,0.0049,0.3679,0.6282,145.31,147677,73
TRK000678,Track_0678,Artist_030,hip-hop,3,1,0.9111,0.4837,-17.012,0.4731,0.783,0.0878,0.1242,0.3857,180.82,219739,72
TRK000679,Track_0679,Artist_183,rnb,10,1,0.7318,0.5741,-10.102,0.1101,0.4338,0.1215,0.3651,0.5063,119.77,166984,51
TRK000680,Track_0680,Artist_327,electronic,6,1,0.6743,0.6274,-7.949,0.1759,0.3187,,0.2794,0.5264,169.43,198053,63
TRK000681,Track_0681,Artist_253,classical,2,1,0.7832,0.5971,-10.882,0.136,0.4123,0.2078,0.1104,0.5102,110.67,148026,38
TRK000682,Track_0682,Artist_048,country,4,0,0.3757,0.6177,-16.345,0.0964,0.4008,0.1112,0.3351,0.3783,187.14,229364,56
TRK000683,Track_0683,Artist_336,classical,8,0,0.4464,0.6258,-10.79,0.5993,0.2425,0.2206,0.4033,0.5022,105.34,134432,49
TRK000684,Track_0684,Artist_335,rock,9,0,0.8458,0.6146,-13.544,0.2008,0.5992,0.1516,0.1638,0.5964,139.99,322638,61
TRK000685,Track_0685,Artist_060,pop,4,1,,0.4818,-14.742,0.0256,0.6343,0.3014,0.3404,0.6838,130.03,277695,40
TRK000686,Track_0686,Artist_280,rock,1,1,0.68,0.5736,-8.187,0.1026,0.5676,0.1966,0.3519,0.7133,163.71,321675,55
TRK000687,Track_0687,Artist_142,hip-hop,2,0,0.5451,0.704,-13.867,0.2643,0.1736,0.2571,0.3455,0.1135,159.93,237287,66
TRK000688,Track_0688,,hip-hop,1,0,0.5593,0.7616,-9.04,0.0877,0.1062,0.0746,0.4036,0.3103,92.81,280064,58
TRK000689,Track_0689,Artist_156,electronic,8,1,0.8615,0.6291,-8.334,0.2439,0.3504,0.1238,0.3621,0.225,112.59,250175,55
TRK000690,Track_0690,Artist_274,hip-hop,6,1,0.8621,0.6234,-11.828,0.0425,0.5205,0.0634,0.2925,0.6069,181.54,164798,61
TRK000691,Track_0691,Artist_348,country,5,0,0.5877,0.796,-8.2,0.0817,0.2943,0.0843,0.5135,0.5326,124.77,193248,46
TRK000692,Track_0692,Artist_278,rnb,8,1,0.67,0.2188,-14.716,0.1732,0.6413,0.0145,0.5043,0.4552,144.79,229082,46
TRK000693,Track_0693,Artist_326,,9,1,,0.8026,-5.511,0.2503,0.3176,0.0327,0.4288,0.8495,92.03,261849,51
TRK000694,Track_0694,Artist_331,classical,9,1,0.5836,0.7938,-4.481,0.1393,0.0312,0.0854,0.2787,0.5827,115.11,209703,57
TRK000695,Track_0695,Artist_032,jazz,1,0,0.6574,,-13.772,0.1947,0.4654,0.0072,0.48,0.3827,102.16,234956,55
TRK000696,Track_0696,Artist_089,electronic,7,1,0.708,0.5501,-11.541,0.0649,0.4782,0.3815,0.0843,0.5604,147.93,195030,49
TRK000697,Track_0697,Artist_252,pop,10,1,0.5558,0.6006,-8.005,0.1802,0.1885,0.0812,0.1226,0.4214,142.65,191441,59
TRK000698,Track_0698,Artist_206,country,9,1,0.823,0.829,-1.571,0.1744,0.0,0.1655,0.1764,0.4446,156.26,143780,55
TRK000699,Track_0699,Artist_018,latin,3,0,0.8144,0.8124,-9.831,0.1179,0.467,0.29,0.093,0.8732,91.61,229921,63
TRK000700,Track_0700,Artist_034,classical,4,1,0.6776,0.6579,-9.604,0.3098,0.588,0.1589,0.1797,0.6616,137.36,187852,60
TRK000701,Track_0701,Artist_182,rnb,10,1,0.7642,0.399,-15.318,0.0651,1.0,0.0225,0.296,0.7943,122.57,152180,59
TRK000702,Track_0702,Artist_216,metal,0,0,0.6799,0.6861,-9.851,0.0291,0.395,0.0127,0.0222,0.3734,55.0,183318,59
TRK000703,Track_0703,Artist_059,rock,6,1,0.9032,0.3345,-14.482,0.2059,0.7815,0.1008,0.2072,0.2829,134.97,222838,52
TRK000704,Track_0704,Artist_060,electronic,1,0,0.3693,0.7238,-7.51,0.2499,0.2483,0.0064,0.523,0.3011,158.18,240064,57
